method,group_id,file_path,group_size,distinct_classes,distinct_splits,reason_codes,group_members
knee_identity,knee:9006407_R,kaggle/auto_test/2/9006407_1.png,2,2,"auto_test,test",SAME_KNEE_MULTIPLE_FOLDERS|SPLIT_LEAKAGE_CANDIDATE,kaggle/auto_test/2/9006407_1.png[2/auto_test] ; kaggle/test/2/9006407R.png[2/test]
knee_identity,knee:9006407_R,kaggle/test/2/9006407R.png,2,2,"auto_test,test",SAME_KNEE_MULTIPLE_FOLDERS|SPLIT_LEAKAGE_CANDIDATE,kaggle/auto_test/2/9006407_1.png[2/auto_test] ; kaggle/test/2/9006407R.png[2/test]
knee_identity,knee:9007827_L,kaggle/auto_test/2/9007827_2.png,2,2,"auto_test,test",SAME_KNEE_MULTIPLE_FOLDERS|SPLIT_LEAKAGE_CANDIDATE,kaggle/auto_test/2/9007827_2.png[2/auto_test] ; kaggle/test/2/9007827L.png[2/test]
knee_identity,knee:9007827_L,kaggle/test/2/9007827L.png,2,2,"auto_test,test",SAME_KNEE_MULTIPLE_FOLDERS|SPLIT_LEAKAGE_CANDIDATE,kaggle/auto_test/2/9007827_2.png[2/auto_test] ; kaggle/test/2/9007827L.png[2/test]
knee_identity,knee:9007827_R,kaggle/auto_test/2/9007827_1.png,2,2,"auto_test,test",SAME_KNEE_MULTIPLE_FOLDERS|SPLIT_LEAKAGE_CANDIDATE,kaggle/auto_test/2/9007827_1.png[2/auto_test] ; kaggle/test/2/9007827R.png[2/test]
knee_identity,knee:9007827_R,kaggle/test/2/9007827R.png,2,2,"auto_test,test",SAME_KNEE_MULTIPLE_FOLDERS|SPLIT_LEAKAGE_CANDIDATE,kaggle/auto_test/2/9007827_1.png[2/auto_test] ; kaggle/test/2/9007827R.png[2/test]
knee_identity,knee:9008884_L,kaggle/auto_test/2/9008884_2.png,2,2,"auto_test,test",SAME_KNEE_MULTIPLE_FOLDERS|SPLIT_LEAKAGE_CANDIDATE,kaggle/auto_test/2/9008884_2.png[2/auto_test] ; kaggle/test/2/9008884L.png[2/test]
knee_identity,knee:9008884_L,kaggle/test/2/9008884L.png,2,2,"auto_test,test",SAME_KNEE_MULTIPLE_FOLDERS|SPLIT_LEAKAGE_CANDIDATE,kaggle/auto_test/2/9008884_2.png[2/auto_test] ; kaggle/test/2/9008884L.png[2/test]
knee_identity,knee:9008884_R,kaggle/auto_test/2/9008884_1.png,2,2,"auto_test,test",SAME_KNEE_MULTIPLE_FOLDERS|SPLIT_LEAKAGE_CANDIDATE,kaggle/auto_test/2/9008884_1.png[2/auto_test] ; kaggle/test/2/9008884R.png[2/test]
knee_identity,knee:9008884_R,kaggle/test/2/9008884R.png,2,2,"auto_test,test",SAME_KNEE_MULTIPLE_FOLDERS|SPLIT_LEAKAGE_CANDIDATE,kaggle/auto_test/2/9008884_1.png[2/auto_test] ; kaggle/test/2/9008884R.png[2/test]
knee_identity,knee:9008934_L,kaggle/auto_test/1/9008934_2.png,2,1,"auto_test,test",SAME_KNEE_MULTIPLE_FOLDERS|SPLIT_LEAKAGE_CANDIDATE,kaggle/auto_test/1/9008934_2.png[1/auto_test] ; kaggle/test/1/9008934L.png[1/test]
knee_identity,knee:9008934_L,kaggle/test/1/9008934L.png,2,1,"auto_test,test",SAME_KNEE_MULTIPLE_FOLDERS|SPLIT_LEAKAGE_CANDIDATE,kaggle/auto_test/1/9008934_2.png[1/auto_test] ; kaggle/test/1/9008934L.png[1/test]
knee_identity,knee:9008934_R,kaggle/auto_test/1/9008934_1.png,2,1,"auto_test,test",SAME_KNEE_MULTIPLE_FOLDERS|SPLIT_LEAKAGE_CANDIDATE,kaggle/auto_test/1/9008934_1.png[1/auto_test] ; kaggle/test/1/9008934R.png[1/test]
knee_identity,knee:9008934_R,kaggle/test/1/9008934R.png,2,1,"auto_test,test",SAME_KNEE_MULTIPLE_FOLDERS|SPLIT_LEAKAGE_CANDIDATE,kaggle/auto_test/1/9008934_1.png[1/auto_test] ; kaggle/test/1/9008934R.png[1/test]
knee_identity,knee:9009927_L,kaggle/auto_test/0/9009927_2.png,2,0,"auto_test,test",SAME_KNEE_MULTIPLE_FOLDERS|SPLIT_LEAKAGE_CANDIDATE,kaggle/auto_test/0/9009927_2.png[0/auto_test] ; kaggle/test/0/9009927L.png[0/test]
knee_identity,knee:9009927_L,kaggle/test/0/9009927L.png,2,0,"auto_test,test",SAME_KNEE_MULTIPLE_FOLDERS|SPLIT_LEAKAGE_CANDIDATE,kaggle/auto_test/0/9009927_2.png[0/auto_test] ; kaggle/test/0/9009927L.png[0/test]
knee_identity,knee:9009927_R,kaggle/auto_test/2/9009927_1.png,2,2,"auto_test,test",SAME_KNEE_MULTIPLE_FOLDERS|SPLIT_LEAKAGE_CANDIDATE,kaggle/auto_test/2/9009927_1.png[2/auto_test] ; kaggle/test/2/9009927R.png[2/test]
knee_identity,knee:9009927_R,kaggle/test/2/9009927R.png,2,2,"auto_test,test",SAME_KNEE_MULTIPLE_FOLDERS|SPLIT_LEAKAGE_CANDIDATE,kaggle/auto_test/2/9009927_1.png[2/auto_test] ; kaggle/test/2/9009927R.png[2/test]
knee_identity,knee:9009957_L,kaggle/auto_test/0/9009957_2.png,2,0,"auto_test,test",SAME_KNEE_MULTIPLE_FOLDERS|SPLIT_LEAKAGE_CANDIDATE,kaggle/auto_test/0/9009957_2.png[0/auto_test] ; kaggle/test/0/9009957L.png[0/test]
knee_identity,knee:9009957_L,kaggle/test/0/9009957L.png,2,0,"auto_test,test",SAME_KNEE_MULTIPLE_FOLDERS|SPLIT_LEAKAGE_CANDIDATE,kaggle/auto_test/0/9009957_2.png[0/auto_test] ; kaggle/test/0/9009957L.png[0/test]
knee_identity,knee:9009957_R,kaggle/auto_test/2/9009957_1.png,2,2,"auto_test,test",SAME_KNEE_MULTIPLE_FOLDERS|SPLIT_LEAKAGE_CANDIDATE,kaggle/auto_test/2/9009957_1.png[2/auto_test] ; kaggle/test/2/9009957R.png[2/test]
knee_identity,knee:9009957_R,kaggle/test/2/9009957R.png,2,2,"auto_test,test",SAME_KNEE_MULTIPLE_FOLDERS|SPLIT_LEAKAGE_CANDIDATE,kaggle/auto_test/2/9009957_1.png[2/auto_test] ; kaggle/test/2/9009957R.png[2/test]
knee_identity,knee:9010308_R,kaggle/auto_test/0/9010308_1.png,2,0,"auto_test,test",SAME_KNEE_MULTIPLE_FOLDERS|SPLIT_LEAKAGE_CANDIDATE,kaggle/auto_test/0/9010308_1.png[0/auto_test] ; kaggle/test/0/9010308R.png[0/test]
knee_identity,knee:9010308_R,kaggle/test/0/9010308R.png,2,0,"auto_test,test",SAME_KNEE_MULTIPLE_FOLDERS|SPLIT_LEAKAGE_CANDIDATE,kaggle/auto_test/0/9010308_1.png[0/auto_test] ; kaggle/test/0/9010308R.png[0/test]
knee_identity,knee:9011053_L,kaggle/auto_test/3/9011053_2.png,2,3,"auto_test,test",SAME_KNEE_MULTIPLE_FOLDERS|SPLIT_LEAKAGE_CANDIDATE,kaggle/auto_test/3/9011053_2.png[3/auto_test] ; kaggle/test/3/9011053L.png[3/test]
knee_identity,knee:9011053_L,kaggle/test/3/9011053L.png,2,3,"auto_test,test",SAME_KNEE_MULTIPLE_FOLDERS|SPLIT_LEAKAGE_CANDIDATE,kaggle/auto_test/3/9011053_2.png[3/auto_test] ; kaggle/test/3/9011053L.png[3/test]
knee_identity,knee:9011053_R,kaggle/auto_test/2/9011053_1.png,2,2,"auto_test,test",SAME_KNEE_MULTIPLE_FOLDERS|SPLIT_LEAKAGE_CANDIDATE,kaggle/auto_test/2/9011053_1.png[2/auto_test] ; kaggle/test/2/9011053R.png[2/test]
knee_identity,knee:9011053_R,kaggle/test/2/9011053R.png,2,2,"auto_test,test",SAME_KNEE_MULTIPLE_FOLDERS|SPLIT_LEAKAGE_CANDIDATE,kaggle/auto_test/2/9011053_1.png[2/auto_test] ; kaggle/test/2/9011053R.png[2/test]
knee_identity,knee:9012867_L,kaggle/auto_test/3/9012867_2.png,2,3,"auto_test,test",SAME_KNEE_MULTIPLE_FOLDERS|SPLIT_LEAKAGE_CANDIDATE,kaggle/auto_test/3/9012867_2.png[3/auto_test] ; kaggle/test/3/9012867L.png[3/test]
knee_identity,knee:9012867_L,kaggle/test/3/9012867L.png,2,3,"auto_test,test",SAME_KNEE_MULTIPLE_FOLDERS|SPLIT_LEAKAGE_CANDIDATE,kaggle/auto_test/3/9012867_2.png[3/auto_test] ; kaggle/test/3/9012867L.png[3/test]
knee_identity,knee:9012867_R,kaggle/auto_test/4/9012867_1.png,2,4,"auto_test,test",SAME_KNEE_MULTIPLE_FOLDERS|SPLIT_LEAKAGE_CANDIDATE,kaggle/auto_test/4/9012867_1.png[4/auto_test] ; kaggle/test/4/9012867R.png[4/test]
knee_identity,knee:9012867_R,kaggle/test/4/9012867R.png,2,4,"auto_test,test",SAME_KNEE_MULTIPLE_FOLDERS|SPLIT_LEAKAGE_CANDIDATE,kaggle/auto_test/4/9012867_1.png[4/auto_test] ; kaggle/test/4/9012867R.png[4/test]
knee_identity,knee:9013941_R,kaggle/auto_test/0/9013941_1.png,2,0,"auto_test,test",SAME_KNEE_MULTIPLE_FOLDERS|SPLIT_LEAKAGE_CANDIDATE,kaggle/auto_test/0/9013941_1.png[0/auto_test] ; kaggle/test/0/9013941R.png[0/test]
knee_identity,knee:9013941_R,kaggle/test/0/9013941R.png,2,0,"auto_test,test",SAME_KNEE_MULTIPLE_FOLDERS|SPLIT_LEAKAGE_CANDIDATE,kaggle/auto_test/0/9013941_1.png[0/auto_test] ; kaggle/test/0/9013941R.png[0/test]
knee_identity,knee:9015718_L,kaggle/auto_test/2/9015718_2.png,2,2,"auto_test,test",SAME_KNEE_MULTIPLE_FOLDERS|SPLIT_LEAKAGE_CANDIDATE,kaggle/auto_test/2/9015718_2.png[2/auto_test] ; kaggle/test/2/9015718L.png[2/test]
knee_identity,knee:9015718_L,kaggle/test/2/9015718L.png,2,2,"auto_test,test",SAME_KNEE_MULTIPLE_FOLDERS|SPLIT_LEAKAGE_CANDIDATE,kaggle/auto_test/2/9015718_2.png[2/auto_test] ; kaggle/test/2/9015718L.png[2/test]
knee_identity,knee:9015718_R,kaggle/auto_test/0/9015718_1.png,2,0,"auto_test,test",SAME_KNEE_MULTIPLE_FOLDERS|SPLIT_LEAKAGE_CANDIDATE,kaggle/auto_test/0/9015718_1.png[0/auto_test] ; kaggle/test/0/9015718R.png[0/test]
knee_identity,knee:9015718_R,kaggle/test/0/9015718R.png,2,0,"auto_test,test",SAME_KNEE_MULTIPLE_FOLDERS|SPLIT_LEAKAGE_CANDIDATE,kaggle/auto_test/0/9015718_1.png[0/auto_test] ; kaggle/test/0/9015718R.png[0/test]
knee_identity,knee:9016304_L,kaggle/auto_test/1/9016304_2.png,2,1,"auto_test,test",SAME_KNEE_MULTIPLE_FOLDERS|SPLIT_LEAKAGE_CANDIDATE,kaggle/auto_test/1/9016304_2.png[1/auto_test] ; kaggle/test/1/9016304L.png[1/test]
knee_identity,knee:9016304_L,kaggle/test/1/9016304L.png,2,1,"auto_test,test",SAME_KNEE_MULTIPLE_FOLDERS|SPLIT_LEAKAGE_CANDIDATE,kaggle/auto_test/1/9016304_2.png[1/auto_test] ; kaggle/test/1/9016304L.png[1/test]
knee_identity,knee:9016304_R,kaggle/auto_test/2/9016304_1.png,2,2,"auto_test,test",SAME_KNEE_MULTIPLE_FOLDERS|SPLIT_LEAKAGE_CANDIDATE,kaggle/auto_test/2/9016304_1.png[2/auto_test] ; kaggle/test/2/9016304R.png[2/test]
knee_identity,knee:9016304_R,kaggle/test/2/9016304R.png,2,2,"auto_test,test",SAME_KNEE_MULTIPLE_FOLDERS|SPLIT_LEAKAGE_CANDIDATE,kaggle/auto_test/2/9016304_1.png[2/auto_test] ; kaggle/test/2/9016304R.png[2/test]
knee_identity,knee:9017252_R,kaggle/auto_test/1/9017252_1.png,2,1,"auto_test,test",SAME_KNEE_MULTIPLE_FOLDERS|SPLIT_LEAKAGE_CANDIDATE,kaggle/auto_test/1/9017252_1.png[1/auto_test] ; kaggle/test/1/9017252R.png[1/test]
knee_identity,knee:9017252_R,kaggle/test/1/9017252R.png,2,1,"auto_test,test",SAME_KNEE_MULTIPLE_FOLDERS|SPLIT_LEAKAGE_CANDIDATE,kaggle/auto_test/1/9017252_1.png[1/auto_test] ; kaggle/test/1/9017252R.png[1/test]
knee_identity,knee:9017419_L,kaggle/auto_test/1/9017419_2.png,2,1,"auto_test,test",SAME_KNEE_MULTIPLE_FOLDERS|SPLIT_LEAKAGE_CANDIDATE,kaggle/auto_test/1/9017419_2.png[1/auto_test] ; kaggle/test/1/9017419L.png[1/test]
knee_identity,knee:9017419_L,kaggle/test/1/9017419L.png,2,1,"auto_test,test",SAME_KNEE_MULTIPLE_FOLDERS|SPLIT_LEAKAGE_CANDIDATE,kaggle/auto_test/1/9017419_2.png[1/auto_test] ; kaggle/test/1/9017419L.png[1/test]
knee_identity,knee:9017419_R,kaggle/auto_test/0/9017419_1.png,2,0,"auto_test,test",SAME_KNEE_MULTIPLE_FOLDERS|SPLIT_LEAKAGE_CANDIDATE,kaggle/auto_test/0/9017419_1.png[0/auto_test] ; kaggle/test/0/9017419R.png[0/test]
knee_identity,knee:9017419_R,kaggle/test/0/9017419R.png,2,0,"auto_test,test",SAME_KNEE_MULTIPLE_FOLDERS|SPLIT_LEAKAGE_CANDIDATE,kaggle/auto_test/0/9017419_1.png[0/auto_test] ; kaggle/test/0/9017419R.png[0/test]
knee_identity,knee:9017876_L,kaggle/auto_test/1/9017876_2.png,2,1,"auto_test,test",SAME_KNEE_MULTIPLE_FOLDERS|SPLIT_LEAKAGE_CANDIDATE,kaggle/auto_test/1/9017876_2.png[1/auto_test] ; kaggle/test/1/9017876L.png[1/test]
knee_identity,knee:9017876_L,kaggle/test/1/9017876L.png,2,1,"auto_test,test",SAME_KNEE_MULTIPLE_FOLDERS|SPLIT_LEAKAGE_CANDIDATE,kaggle/auto_test/1/9017876_2.png[1/auto_test] ; kaggle/test/1/9017876L.png[1/test]
knee_identity,knee:9017876_R,kaggle/auto_test/2/9017876_1.png,2,2,"auto_test,test",SAME_KNEE_MULTIPLE_FOLDERS|SPLIT_LEAKAGE_CANDIDATE,kaggle/auto_test/2/9017876_1.png[2/auto_test] ; kaggle/test/2/9017876R.png[2/test]
knee_identity,knee:9017876_R,kaggle/test/2/9017876R.png,2,2,"auto_test,test",SAME_KNEE_MULTIPLE_FOLDERS|SPLIT_LEAKAGE_CANDIDATE,kaggle/auto_test/2/9017876_1.png[2/auto_test] ; kaggle/test/2/9017876R.png[2/test]
knee_identity,knee:9018291_L,kaggle/auto_test/1/9018291_2.png,2,1,"auto_test,test",SAME_KNEE_MULTIPLE_FOLDERS|SPLIT_LEAKAGE_CANDIDATE,kaggle/auto_test/1/9018291_2.png[1/auto_test] ; kaggle/test/1/9018291L.png[1/test]
knee_identity,knee:9018291_L,kaggle/test/1/9018291L.png,2,1,"auto_test,test",SAME_KNEE_MULTIPLE_FOLDERS|SPLIT_LEAKAGE_CANDIDATE,kaggle/auto_test/1/9018291_2.png[1/auto_test] ; kaggle/test/1/9018291L.png[1/test]
knee_identity,knee:9018291_R,kaggle/auto_test/1/9018291_1.png,2,1,"auto_test,test",SAME_KNEE_MULTIPLE_FOLDERS|SPLIT_LEAKAGE_CANDIDATE,kaggle/auto_test/1/9018291_1.png[1/auto_test] ; kaggle/test/1/9018291R.png[1/test]
knee_identity,knee:9018291_R,kaggle/test/1/9018291R.png,2,1,"auto_test,test",SAME_KNEE_MULTIPLE_FOLDERS|SPLIT_LEAKAGE_CANDIDATE,kaggle/auto_test/1/9018291_1.png[1/auto_test] ; kaggle/test/1/9018291R.png[1/test]
knee_identity,knee:9018389_L,kaggle/auto_test/3/9018389_2.png,2,3,"auto_test,test",SAME_KNEE_MULTIPLE_FOLDERS|SPLIT_LEAKAGE_CANDIDATE,kaggle/auto_test/3/9018389_2.png[3/auto_test] ; kaggle/test/3/9018389L.png[3/test]
knee_identity,knee:9018389_L,kaggle/test/3/9018389L.png,2,3,"auto_test,test",SAME_KNEE_MULTIPLE_FOLDERS|SPLIT_LEAKAGE_CANDIDATE,kaggle/auto_test/3/9018389_2.png[3/auto_test] ; kaggle/test/3/9018389L.png[3/test]
knee_identity,knee:9018389_R,kaggle/auto_test/2/9018389_1.png,2,2,"auto_test,test",SAME_KNEE_MULTIPLE_FOLDERS|SPLIT_LEAKAGE_CANDIDATE,kaggle/auto_test/2/9018389_1.png[2/auto_test] ; kaggle/test/2/9018389R.png[2/test]
knee_identity,knee:9018389_R,kaggle/test/2/9018389R.png,2,2,"auto_test,test",SAME_KNEE_MULTIPLE_FOLDERS|SPLIT_LEAKAGE_CANDIDATE,kaggle/auto_test/2/9018389_1.png[2/auto_test] ; kaggle/test/2/9018389R.png[2/test]
knee_identity,knee:9020714_L,kaggle/auto_test/2/9020714_2.png,2,2,"auto_test,test",SAME_KNEE_MULTIPLE_FOLDERS|SPLIT_LEAKAGE_CANDIDATE,kaggle/auto_test/2/9020714_2.png[2/auto_test] ; kaggle/test/2/9020714L.png[2/test]
knee_identity,knee:9020714_L,kaggle/test/2/9020714L.png,2,2,"auto_test,test",SAME_KNEE_MULTIPLE_FOLDERS|SPLIT_LEAKAGE_CANDIDATE,kaggle/auto_test/2/9020714_2.png[2/auto_test] ; kaggle/test/2/9020714L.png[2/test]
knee_identity,knee:9020714_R,kaggle/auto_test/2/9020714_1.png,2,2,"auto_test,test",SAME_KNEE_MULTIPLE_FOLDERS|SPLIT_LEAKAGE_CANDIDATE,kaggle/auto_test/2/9020714_1.png[2/auto_test] ; kaggle/test/2/9020714R.png[2/test]
knee_identity,knee:9020714_R,kaggle/test/2/9020714R.png,2,2,"auto_test,test",SAME_KNEE_MULTIPLE_FOLDERS|SPLIT_LEAKAGE_CANDIDATE,kaggle/auto_test/2/9020714_1.png[2/auto_test] ; kaggle/test/2/9020714R.png[2/test]
knee_identity,knee:9021428_L,kaggle/auto_test/1/9021428_2.png,2,1,"auto_test,test",SAME_KNEE_MULTIPLE_FOLDERS|SPLIT_LEAKAGE_CANDIDATE,kaggle/auto_test/1/9021428_2.png[1/auto_test] ; kaggle/test/1/9021428L.png[1/test]
knee_identity,knee:9021428_L,kaggle/test/1/9021428L.png,2,1,"auto_test,test",SAME_KNEE_MULTIPLE_FOLDERS|SPLIT_LEAKAGE_CANDIDATE,kaggle/auto_test/1/9021428_2.png[1/auto_test] ; kaggle/test/1/9021428L.png[1/test]
knee_identity,knee:9021428_R,kaggle/auto_test/0/9021428_1.png,2,0,"auto_test,test",SAME_KNEE_MULTIPLE_FOLDERS|SPLIT_LEAKAGE_CANDIDATE,kaggle/auto_test/0/9021428_1.png[0/auto_test] ; kaggle/test/0/9021428R.png[0/test]
knee_identity,knee:9021428_R,kaggle/test/0/9021428R.png,2,0,"auto_test,test",SAME_KNEE_MULTIPLE_FOLDERS|SPLIT_LEAKAGE_CANDIDATE,kaggle/auto_test/0/9021428_1.png[0/auto_test] ; kaggle/test/0/9021428R.png[0/test]
knee_identity,knee:9022408_L,kaggle/auto_test/0/9022408_2.png,2,0,"auto_test,test",SAME_KNEE_MULTIPLE_FOLDERS|SPLIT_LEAKAGE_CANDIDATE,kaggle/auto_test/0/9022408_2.png[0/auto_test] ; kaggle/test/0/9022408L.png[0/test]
knee_identity,knee:9022408_L,kaggle/test/0/9022408L.png,2,0,"auto_test,test",SAME_KNEE_MULTIPLE_FOLDERS|SPLIT_LEAKAGE_CANDIDATE,kaggle/auto_test/0/9022408_2.png[0/auto_test] ; kaggle/test/0/9022408L.png[0/test]
knee_identity,knee:9022408_R,kaggle/auto_test/1/9022408_1.png,2,1,"auto_test,test",SAME_KNEE_MULTIPLE_FOLDERS|SPLIT_LEAKAGE_CANDIDATE,kaggle/auto_test/1/9022408_1.png[1/auto_test] ; kaggle/test/1/9022408R.png[1/test]
knee_identity,knee:9022408_R,kaggle/test/1/9022408R.png,2,1,"auto_test,test",SAME_KNEE_MULTIPLE_FOLDERS|SPLIT_LEAKAGE_CANDIDATE,kaggle/auto_test/1/9022408_1.png[1/auto_test] ; kaggle/test/1/9022408R.png[1/test]
knee_identity,knee:9023784_R,kaggle/auto_test/0/9023784_1.png,2,0,"auto_test,test",SAME_KNEE_MULTIPLE_FOLDERS|SPLIT_LEAKAGE_CANDIDATE,kaggle/auto_test/0/9023784_1.png[0/auto_test] ; kaggle/test/0/9023784R.png[0/test]
knee_identity,knee:9023784_R,kaggle/test/0/9023784R.png,2,0,"auto_test,test",SAME_KNEE_MULTIPLE_FOLDERS|SPLIT_LEAKAGE_CANDIDATE,kaggle/auto_test/0/9023784_1.png[0/auto_test] ; kaggle/test/0/9023784R.png[0/test]
knee_identity,knee:9023935_L,kaggle/auto_test/0/9023935_2.png,2,0,"auto_test,test",SAME_KNEE_MULTIPLE_FOLDERS|SPLIT_LEAKAGE_CANDIDATE,kaggle/auto_test/0/9023935_2.png[0/auto_test] ; kaggle/test/0/9023935L.png[0/test]
knee_identity,knee:9023935_L,kaggle/test/0/9023935L.png,2,0,"auto_test,test",SAME_KNEE_MULTIPLE_FOLDERS|SPLIT_LEAKAGE_CANDIDATE,kaggle/auto_test/0/9023935_2.png[0/auto_test] ; kaggle/test/0/9023935L.png[0/test]
